Author,BookID,WikipediaLink
"Van Buren, Martin",5017,https://en.wikipedia.org/wiki/Martin_Van_Buren
"Tyler, John",5018,https://en.wikipedia.org/wiki/John_Tyler
"Polk, James K. (James Knox)",5019,https://en.wikipedia.org/wiki/James_K._Polk
"Taylor, Zachary",5020,https://en.wikipedia.org/wiki/Zachary_Taylor
"Fillmore, Millard",5021,https://en.wikipedia.org/wiki/Millard_Fillmore
"Pierce, Franklin",5022,https://en.wikipedia.org/wiki/Franklin_Pierce
"Buchanan, James",5023,https://en.wikipedia.org/wiki/James_Buchanan
"Johnson, Andrew",5025,https://en.wikipedia.org/wiki/Andrew_Johnson
"Hayes, Rutherford Birchard",5027,https://en.wikipedia.org/wiki/Rutherford_B._Hayes
"Arthur, Chester Alan",5028,https://en.wikipedia.org/wiki/Chester_A._Arthur
"Cleveland, Grover",5029,https://en.wikipedia.org/wiki/Grover_Cleveland
"Harrison, Benjamin",5030,https://en.wikipedia.org/wiki/Benjamin_Harrison
"McKinley, William",5031,https://en.wikipedia.org/wiki/William_McKinley
"Taft, William H. (William Howard)",5033,https://en.wikipedia.org/wiki/William_Howard_Taft
"Wilson, Woodrow",5034,https://en.wikipedia.org/wiki/Woodrow_Wilson
"Harding, Warren G. (Warren Gamaliel)",5035,https://en.wikipedia.org/wiki/Warren_G._Harding
"Coolidge, Calvin",5036,https://en.wikipedia.org/wiki/Calvin_Coolidge
"Hoover, Herbert",5037,https://en.wikipedia.org/wiki/Herbert_Hoover
"Truman, Harry S.",5039,https://en.wikipedia.org/wiki/Harry_S._Truman
"Eisenhower, Dwight D. (Dwight David)",5040,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower
"Johnson, Lyndon B. (Lyndon Baines)",5042,https://en.wikipedia.org/wiki/Lyndon_B._Johnson
"Nixon, Richard M. (Richard Milhous)",5043,https://en.wikipedia.org/wiki/Richard_Nixon
"Ford, Gerald R.",5044,https://en.wikipedia.org/wiki/Gerald_Ford
"Carter, Jimmy",5045,https://en.wikipedia.org/wiki/Jimmy_Carter
"Reagan, Ronald",5046,https://en.wikipedia.org/wiki/Ronald_Reagan
"Bush, George",5047,https://en.wikipedia.org/wiki/George_H._W._Bush
"Clinton, Bill",5048,https://en.wikipedia.org/wiki/Bill_Clinton
"Bush, George W. (George Walker)",5049,https://en.wikipedia.org/wiki/George_W._Bush
"Bjørnson, Bjørnstjerne",5052,https://fi.wikipedia.org/wiki/Bjørnstjerne_Bjørnson
Euripides,5063,https://el.wikipedia.org/wiki/%CE%95%CF%85%CF%81%CE%B9%CF%80%CE%AF%CE%B4%CE%B7%CF%82
"Brown, Alice",5066,https://en.wikipedia.org/wiki/Alice_Brown_%28writer%29
"Büchner, Georg",5072,https://de.wikipedia.org/wiki/Georg_Büchner
"Gatty, Alfred, Mrs.",5074,https://en.wikipedia.org/wiki/Margaret_Gatty
"Mackenzie, Henry",5083,https://en.wikipedia.org/wiki/Henry_Mackenzie
"Dunn, Arthur William",5088,https://en.wikipedia.org/wiki/Arthur_William_Dunn
"O'Grady, Standish",5092,https://en.wikipedia.org/wiki/Standish_James_O%27Grady
"Shute, Henry A. (Henry Augustus)",5111,https://en.wikipedia.org/wiki/Henry_Shute
"Banfield, E. J. (Edmund James)",5113,https://en.wikipedia.org/wiki/Edmund_James_Banfield
"Mill, John Stuart",5123,https://en.wikipedia.org/wiki/John_Stuart_Mill
"Hope, Laurence",5125,https://en.wikipedia.org/wiki/Adela_Florence_Nicolson
