Author,BookID,WikipediaLink
"Benamozegh, Elia",49079,http://en.wikipedia.org/wiki/Elijah_Benamozegh
"Sanborn, Pitts",49127,http://en.wikipedia.org/wiki/Pitts_Sanborn
"Leskov, N. S. (Nikolai Semenovich)",49159,https://de.wikipedia.org/wiki/Nikolai_Semjonowitsch_Leskow
"Croll, James",49200,https://en.wikipedia.org/wiki/James_Croll
"Balyuzi, H. M.",49257,https://en.wikipedia.org/wiki/Hasan_M._Balyuzi
"Plüschow, Gunther",49264,https://en.wikipedia.org/wiki/Gunther_Pl%C3%BCschow
"Selous, Frederick Courteney",49270,https://en.wikipedia.org/wiki/Frederick_Selous
"Hall, Radclyffe",49277,https://en.wikipedia.org/wiki/Radclyffe_Hall
"Hinton, Charles Howard",49289,https://en.wikipedia.org/wiki/Charles_Howard_Hinton
"Oxenford, John",49296,https://en.wikipedia.org/wiki/John_Oxenford
"Bly, Nellie",49314,http://en.wikipedia.org/wiki/Nellie_Bly
"La Flesche, Francis",49326,https://en.wikipedia.org/wiki/Francis_La_Flesche
"Prieto, Guillermo",49354,https://es.wikipedia.org/wiki/Guillermo_Prieto_Pradillo
"Hammond, Basil Edward",49368,https://en.wikipedia.org/wiki/Basil_Hammond
"Reynolds, George",49375,https://en.wikipedia.org/wiki/George_Reynolds_%28Mormon%29
"Ellet, E. F. (Elizabeth Fries)",49411,https://en.wikipedia.org/wiki/Elizabeth_F._Ellet
"Graves, Frank Pierrepont",49431,https://en.wikipedia.org/wiki/Frank_Pierrepont_Graves
"Colt, Samuel",49532,https://en.wikipedia.org/wiki/Samuel_Colt
"McKishnie, Archie P.",49553,https://en.wikipedia.org/wiki/Archie_P._McKishnie
"Riva Palacio, Vicente",49560,https://es.wikipedia.org/wiki/Vicente_Riva_Palacio
"Cannon, Richard",49570,https://en.wikipedia.org/wiki/Richard_Cannon
"La Sizeranne, Robert de",49586,https://fr.wikipedia.org/wiki/Robert_de_la_Sizeranne
"Goldberg, Isaac",49605,https://en.wikipedia.org/wiki/Isaac_Goldberg
"Leigh, Henry S. (Henry Sambrooke)",49682,https://en.wikipedia.org/wiki/Henry_Sambrooke_Leigh
"Gotch, J. Alfred (John Alfred)",49687,https://en.wikipedia.org/wiki/John_Alfred_Gotch
"Rosendal, Mauno",49688,https://fi.wikipedia.org/wiki/Mauno_Rosendal
"Pritchett, R. T. (Robert Taylor)",49706,https://en.wikipedia.org/wiki/Robert_Taylor_Pritchett
"Martin du Gard, Roger",49725,https://fr.wikipedia.org/wiki/Roger_Martin_du_Gard
